source_domain,source_slug,dead_destination_domain,dead_destination_slug,link_label,source_gsc_impressions,source_gsc_clicks,recommended_replacement_slug,recommendation_type,similarity_note,notes,phase1_action
traffic-accident,traffic-accident-cyclist-severe-injury-liability,traffic-accident,fault-ratio-calculation-guide,교통사고 과실비율 산정 기준,,,fault-ratio-calculation-criteria,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-cyclist-severe-injury-liability,traffic-accident,severe-injury-settlement-calculation,중상 사고 합의금 산정법,,,settlement-amount-calculation,replace_low,similarity=0.68,,replace
traffic-accident,traffic-accident-cyclist-severe-injury-liability,traffic-accident,permanent-disability-diagnosis-procedure,후유장해 진단 절차,,,,hub_or_delete,similarity=0.49,,delete
traffic-accident,traffic-accident-cyclist-severe-injury-liability,traffic-accident,criminal-settlement-amount-standard,교통사고 형사합의금 시세,,,settlement-amount-calculation,replace_low,similarity=0.62,,replace
traffic-accident,traffic-accident-no-blackbox-proof-dispute,traffic-accident,cctv-evidence-acquisition,교통사고 CCTV 확보 순서,,,,hub_or_delete,similarity=0.47,,delete
traffic-accident,traffic-accident-no-blackbox-proof-dispute,traffic-accident,fault-ratio-calculation-guide,교통사고 과실비율 산정 기준,,,fault-ratio-calculation-criteria,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-no-blackbox-proof-dispute,traffic-accident,insurance-dispute-committee-apply,손보협회 분쟁심의 신청법,,,,hub_or_delete,similarity=0.43,,delete
traffic-accident,traffic-accident-no-blackbox-proof-dispute,traffic-accident,scene-response-checklist,사고 직후 현장 대응 체크리스트,,,accident-settlement-checklist,replace_low,similarity=0.60,,replace
traffic-accident,traffic-accident-no-blackbox-proof-dispute,traffic-accident,witness-statement-template,교통사고 목격자 진술서 양식,,,traffic-settlement-dont-agree-immediately,replace_low,similarity=0.51,,replace
traffic-accident,traffic-accident-parking-lot-door-ding,traffic-accident,insurance-premium-increase-standard,교통사고 자차보험 할증 기준,,,insurance-claim-required-docs,replace_low,similarity=0.50,,replace
traffic-accident,traffic-accident-parking-lot-door-ding,traffic-accident,property-damage-hit-and-run-punishment,물적피해 뺑소니 처벌 정리,,,,hub_or_delete,similarity=0.49,,delete
traffic-accident,traffic-accident-parking-lot-door-ding,traffic-accident,settlement-agreement-template,사고 합의서 작성 템플릿,,,traffic-settlement-agreement-checklist,replace_low,similarity=0.66,,replace
traffic-accident,traffic-accident-parking-lot-door-ding,traffic-accident,parking-lot-accident-fault-ratio,주차장 사고 과실비율 기준,,,traffic-accident-fault-ratio-dispute,replace_low,similarity=0.68,,replace
traffic-accident,traffic-accident-parking-lot-door-ding,traffic-accident,cctv-evidence-acquisition,교통사고 CCTV 확보 순서,,,,hub_or_delete,similarity=0.47,,delete
traffic-accident,traffic-accident-pet-hit-civil-claim,traffic-accident,fault-ratio-calculation-guide,교통사고 과실비율 산정 기준,,,fault-ratio-calculation-criteria,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-pet-hit-civil-claim,traffic-accident,pain-and-suffering-calculation,교통사고 위자료 산정 기준,,,traffic-accident-compensation-calculation-guide,replace_low,similarity=0.55,,replace
traffic-accident,traffic-accident-pet-hit-civil-claim,traffic-accident,property-damage-coverage-scope,대물배상 보상 범위,,,traffic-parked-car-damage-discovery,replace_low,similarity=0.52,,replace
traffic-accident,traffic-accident-pet-hit-civil-claim,traffic-accident,settlement-agreement-template,사고 합의서 작성 템플릿,,,traffic-settlement-agreement-checklist,replace_low,similarity=0.66,,replace
traffic-accident,traffic-accident-pet-hit-civil-claim,traffic-accident,small-claims-civil-procedure,민사 소액심판 절차,,,traffic-accident-criminal-civil-procedure,replace_low,similarity=0.55,,replace
traffic-accident,traffic-accident-elderly-driver-fault,traffic-accident,elderly-driver-license-rules,고령운전자 면허 규정 정리,,,traffic-accident-elderly-driver-fault,replace_low,similarity=0.52,,replace
traffic-accident,traffic-accident-elderly-driver-fault,traffic-accident,fault-ratio-calculation-guide,교통사고 과실비율 산정 기준,,,fault-ratio-calculation-criteria,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-elderly-driver-fault,traffic-accident,criminal-settlement-amount-standard,교통사고 형사합의금 시세,,,settlement-amount-calculation,replace_low,similarity=0.62,,replace
traffic-accident,traffic-accident-elderly-driver-fault,traffic-accident,sudden-acceleration-proof-procedure,급발진 입증 절차,,,traffic-accident-sudden-acceleration-pedal-misoperation,replace_low,similarity=0.53,,replace
defamation,defamation-review-platform-malicious-removal,defamation,defamation-criminal-complaint,명예훼손 고소 절차,,,defamation-complaint-prep,replace,similarity=0.74,,replace
defamation,defamation-review-platform-malicious-removal,defamation,defamation-evidence-collection,명예훼손 증거 수집,,,online-defamation-evidence-collection,replace,similarity=0.90,,replace
defamation,defamation-review-platform-malicious-removal,defamation,defamation-online-post-removal,온라인 게시물 삭제 요청,,,defamation-complaint-prep,replace_low,similarity=0.69,,replace
defamation,defamation-review-platform-malicious-removal,defamation,defamation-information-network-act,정보통신망법 명예훼손,,,defamation-online-comment-information-network-act,replace,similarity=0.82,,replace
defamation,defamation-review-platform-malicious-removal,defamation,defamation-damages-claim,명예훼손 손해배상 청구,,,defamation-damages-amount-standard,replace,similarity=0.72,,replace
defamation,defamation-anonymous-post-writer-identification,defamation,defamation-criminal-complaint,명예훼손 고소 절차,,,defamation-complaint-prep,replace,similarity=0.74,,replace
defamation,defamation-anonymous-post-writer-identification,defamation,defamation-evidence-collection,명예훼손 증거 수집,,,online-defamation-evidence-collection,replace,similarity=0.90,,replace
defamation,defamation-anonymous-post-writer-identification,defamation,defamation-cyber-response,사이버 명예훼손 대응,,,defamation-accused-response,replace,similarity=0.85,,replace
defamation,defamation-anonymous-post-writer-identification,defamation,defamation-information-network-act,정보통신망법 명예훼손,,,defamation-online-comment-information-network-act,replace,similarity=0.82,,replace
defamation,defamation-anonymous-post-writer-identification,defamation,defamation-damages-claim,명예훼손 손해배상 청구,,,defamation-damages-amount-standard,replace,similarity=0.72,,replace
defamation,defamation-workplace-group-chat-screenshot-leak,defamation,defamation-criminal-complaint,명예훼손 고소 절차,,,defamation-complaint-prep,replace,similarity=0.74,,replace
defamation,defamation-workplace-group-chat-screenshot-leak,defamation,defamation-workplace-response,직장 내 명예훼손 대응,,,defamation-workplace-rumor-response,replace,similarity=0.91,,replace
defamation,defamation-workplace-group-chat-screenshot-leak,defamation,defamation-evidence-collection,명예훼손 증거 수집,,,online-defamation-evidence-collection,replace,similarity=0.90,,replace
defamation,defamation-workplace-group-chat-screenshot-leak,defamation,defamation-vs-insult,모욕죄와 명예훼손 차이,,,defamation-truth-still-guilty,replace_low,similarity=0.65,,replace
defamation,defamation-workplace-group-chat-screenshot-leak,defamation,defamation-damages-claim,명예훼손 손해배상 청구,,,defamation-damages-amount-standard,replace,similarity=0.72,,replace
jeonse,jeonse-monthly-rent-conversion-deposit-return,jeonse,jeonse-return-process,전세보증금 반환 청구 절차,,,deposit-return-process,replace,similarity=0.84,,replace
jeonse,jeonse-monthly-rent-conversion-deposit-return,jeonse,jeonse-lease-registration-order,임차권등기명령 신청 방법,,,lease-registration-order-process,replace,similarity=0.76,,replace
jeonse,jeonse-monthly-rent-conversion-deposit-return,jeonse,jeonse-renewal-refusal-grounds,전세 계약 갱신 거절 사유,,,jeonse-renewal-landlord-refusal,replace,similarity=0.72,,replace
jeonse,jeonse-monthly-rent-conversion-deposit-return,jeonse,jeonse-monthly-rent-tax-deduction,월세 세액공제 요건 정리,,,jeonse-monthly-conversion-calculation,replace_low,similarity=0.69,,replace
jeonse,jeonse-monthly-rent-conversion-deposit-return,jeonse,jeonse-deposit-delay-interest,보증금 지연이자 청구 가이드,,,jeonse-deposit-delay-interest-claim,replace,similarity=0.91,,replace
jeonse,jeonse-house-sold-new-landlord-deposit,jeonse,jeonse-opposing-power-complete-5steps,전세 대항력 완성 5단계,,,jeonse-deposit-priority-competing,replace_low,similarity=0.63,,replace
jeonse,jeonse-house-sold-new-landlord-deposit,jeonse,jeonse-lease-registration-order,임차권등기명령 신청 방법,,,lease-registration-order-process,replace,similarity=0.76,,replace
jeonse,jeonse-house-sold-new-landlord-deposit,jeonse,jeonse-renewal-refusal-grounds,전세 계약 갱신 거절 사유,,,jeonse-renewal-landlord-refusal,replace,similarity=0.72,,replace
jeonse,jeonse-house-sold-new-landlord-deposit,jeonse,jeonse-hug-guarantee-requirements,HUG 전세보증 가입 조건,,,jeonse-tenant-registration-requirement,replace_low,similarity=0.65,,replace
jeonse,jeonse-house-sold-new-landlord-deposit,jeonse,jeonse-return-process,전세보증금 반환 청구 절차,,,deposit-return-process,replace,similarity=0.84,,replace
child-support,child-support-ex-unemployed-reduction-refuse,child-support,child-support-calculation-table-use,양육비 산정기준표 활용법,,,child-support-calculation-table,replace,similarity=0.94,,replace
child-support,child-support-ex-unemployed-reduction-refuse,child-support,child-support-overdue-name-disclosure,양육비 체납 명단 공개 신청,,,child-support-overdue-salary-seizure-procedure,replace_low,similarity=0.67,,replace
stalking,stalking-ex-lover-court-approach-ban,stalking,stalking-victim-protection-application,스토킹 피해자 신변보호 신청,,,stalking-victim-checklist,replace_low,similarity=0.67,,replace
dismissal,dismissal-acquisition-fixed-term-rights,dismissal,dismissal-fixed-term-expectation-evidence,기간제 갱신기대권 증빙,,,dismissal-fixed-term-non-renewal-expectation,replace,similarity=0.75,,replace
dismissal,dismissal-acquisition-fixed-term-rights,dismissal,dismissal-merger-succession-dispute,합병·양도 고용승계 다툼,,,dismissal-company-merger-position-loss,replace_low,similarity=0.63,,replace
dismissal,dismissal-acquisition-fixed-term-rights,dismissal,dismissal-managerial-requirements,경영상 해고 요건 검토,,,dismissal-maternity-return-fired,replace_low,similarity=0.68,,replace
dismissal,dismissal-acquisition-fixed-term-rights,dismissal,dismissal-unemployment-benefit-apply,해고 후 실업급여 신청,,,dismissal-under-five-employees-relief-paths,replace_low,similarity=0.61,,replace
dismissal,dismissal-incomplete-reason-letter,dismissal,dismissal-written-notice-requirement,해고 서면 통지 요건,,,dismissal-part-time-unfair,replace_low,similarity=0.65,,replace
dismissal,dismissal-incomplete-reason-letter,dismissal,dismissal-notice-pay-claim,해고예고수당 청구,,,dismissal-notice-pay,replace,similarity=0.87,,replace
dismissal,dismissal-incomplete-reason-letter,dismissal,dismissal-verbal-evidence,구두 해고 증빙,,,dismissal-verbal-only-no-document,replace_low,similarity=0.69,,replace
dismissal,dismissal-incomplete-reason-letter,dismissal,dismissal-unemployment-benefit-apply,해고 후 실업급여 신청,,,dismissal-under-five-employees-relief-paths,replace_low,similarity=0.61,,replace
dismissal,dismissal-constructive-forced-resignation,dismissal,dismissal-forced-resignation-revoke,강요 사직서 취소 요령,,,dismissal-forced-resignation-letter-invalidation,replace,similarity=0.77,,replace
dismissal,dismissal-constructive-forced-resignation,dismissal,dismissal-recommended-resignation-response,권고사직 거부·대응,,,dismissal-recommended-resignation-refused-pressure,replace,similarity=0.83,,replace
dismissal,dismissal-constructive-forced-resignation,dismissal,dismissal-settlement-negotiation,해고 합의금 협상,,,dismissal-whistleblower-retaliation,replace_low,similarity=0.66,,replace
dismissal,dismissal-constructive-forced-resignation,dismissal,dismissal-voluntary-unemployment-benefit,사직 후 실업급여 수급,,,dismissal-business-transfer-employment-succession-refused,replace_low,similarity=0.64,,replace
dismissal,dismissal-bonus-cut-as-penalty-disguised,dismissal,dismissal-disciplinary-excess-defense,징계 양정 과잉 다툼,,,dismissal-disciplinary-excessive,replace,similarity=0.87,,replace
dismissal,dismissal-bonus-cut-as-penalty-disguised,dismissal,dismissal-demotion-reduction-remedy,감봉·강등 구제신청,,,dismissal-meeting-recording-fired,replace,similarity=0.71,,replace
dismissal,dismissal-bonus-cut-as-penalty-disguised,wage,wage-bonus-ordinary-inclusion,성과급 통상임금 산입,,,wage-regular-bonus-ordinary-wage-claim,replace_low,similarity=0.69,,replace
dismissal,dismissal-bonus-cut-as-penalty-disguised,wage,wage-rules-disadvantageous-change,취업규칙 불이익 변경,,,wage-ordinary-wage-bonus-included,replace_low,similarity=0.55,,replace
dismissal,dismissal-subcontractor-principal-responsibility,dismissal,dismissal-disguised-dispatch-check,파견·위장도급 판별 기준,,,dismissal-bonus-cut-disguised-discharge,replace,similarity=0.71,,replace
dismissal,dismissal-subcontractor-principal-responsibility,dismissal,dismissal-principal-direct-hire,원청 직접고용 간주 요건,,,dismissal-pregnancy-protection,replace_low,similarity=0.66,,replace
dismissal,dismissal-subcontractor-principal-responsibility,dismissal,dismissal-dispatch-2year-protection,파견 2년 초과 보호,,,dismissal-pregnancy-protection,replace,similarity=0.77,,replace
dismissal,dismissal-subcontractor-principal-responsibility,dismissal,dismissal-subcontractor-closure-response,하청 폐업·배제 대응,,,dismissal-subcontractor-principal-responsibility,replace,similarity=0.77,,replace
wage,wage-production-bonus-regular-include,wage,wage-ordinary-standard-criteria,통상임금 판단 기준 정리,,,wage-ordinary-wage-bonus-included,replace_low,similarity=0.56,,replace
wage,wage-production-bonus-regular-include,wage,wage-overtime-recalculation,연장·야간·휴일수당 재계산,,,wage-night-overtime-exact-calculation,replace,similarity=0.81,,replace
wage,wage-production-bonus-regular-include,wage,wage-bonus-ordinary-inclusion,상여금 통상임금 포함,,,wage-regular-bonus-ordinary-wage-claim,replace_low,similarity=0.69,,replace
wage,wage-production-bonus-regular-include,wage,wage-complaint-procedure,임금체불 진정 절차,,,wage-complaint-after-filing-procedure,replace,similarity=0.79,,replace
wage,wage-production-bonus-regular-include,wage,wage-statute-3year,체불임금 3년 소멸시효,,,wage-unpaid-one-year-statute-claim,replace_low,similarity=0.54,,replace
wage,wage-night-sleeping-hours-working-time,wage,wage-duty-shift-working-time,당직·숙직 근로시간 판단,,,wage-night-sleeping-hours-working-time,replace_low,similarity=0.67,,replace
wage,wage-night-sleeping-hours-working-time,wage,wage-night-shift-premium,야간근로 가산수당 기준,,,wage-night-shift-premium-claim,replace,similarity=0.89,,replace
wage,wage-night-sleeping-hours-working-time,wage,wage-comprehensive-invalid-dispute,포괄임금제 무효 다툼,,,wage-comprehensive-legal-test,replace,similarity=0.76,,replace
wage,wage-night-sleeping-hours-working-time,wage,wage-overtime-limit-premium,연장근로 상한·수당,,,wage-overtime-unpaid-claim,replace_low,similarity=0.64,,replace
wage,wage-night-sleeping-hours-working-time,wage,wage-complaint-procedure,임금체불 진정 절차,,,wage-complaint-after-filing-procedure,replace,similarity=0.79,,replace
wage,wage-welfare-card-point-minimum,wage,wage-minimum-inclusion-scope,최저임금 산입 범위 정리,,,wage-minimum-2026-monthly-calculation,replace_low,similarity=0.62,,replace
wage,wage-welfare-card-point-minimum,wage,wage-welfare-wage-nature,복리후생비 임금성 판단,,,wage-welfare-card-point-minimum,replace_low,similarity=0.65,,replace
wage,wage-welfare-card-point-minimum,wage,wage-bonus-minimum-inclusion,상여금 최저임금 산입,,,wage-piece-rate-minimum-violation,replace_low,similarity=0.62,,replace
wage,wage-welfare-card-point-minimum,wage,wage-in-kind-nature,현물 지급 임금 여부,,,wage-bonus-vesting-departure,replace_low,similarity=0.60,,replace
wage,wage-welfare-card-point-minimum,wage,wage-complaint-procedure,임금체불 진정 절차,,,wage-complaint-after-filing-procedure,replace,similarity=0.79,,replace
unemployment,unemployment-fixed-term-expire-voluntary-distinguish,unemployment,unemployment-confirmation-correction,이직확인서 정정 요청,,,unemployment-contract-breach-quit,replace_low,similarity=0.70,,replace
unemployment,unemployment-fixed-term-expire-voluntary-distinguish,unemployment,unemployment-involuntary-reasons,비자발적 이직 사유 정리,,,unemployment-voluntary-quit-benefits,replace,similarity=0.74,,replace
unemployment,unemployment-fixed-term-expire-voluntary-distinguish,unemployment,unemployment-fixed-term-conditions,계약만료 수급 요건,,,unemployment-fixed-term-expire-voluntary-distinguish,replace,similarity=0.74,,replace
unemployment,unemployment-fixed-term-expire-voluntary-distinguish,unemployment,unemployment-review-request,실업급여 심사 청구,,,unemployment-benefit-requirements,replace,similarity=0.73,,replace
unemployment,unemployment-fixed-term-expire-voluntary-distinguish,unemployment,unemployment-insured-period-calc,피보험 단위기간 계산,,,unemployment-180days-insurance-period-calc,replace,similarity=0.84,,replace
unemployment,unemployment-working-hours-reduction-voluntary,unemployment,unemployment-hours-reduction-conditions,근로시간 단축 수급 요건,,,unemployment-working-hours-reduction-voluntary,replace,similarity=0.75,,replace
unemployment,unemployment-working-hours-reduction-voluntary,unemployment,unemployment-voluntary-exception,자진퇴사 수급 특례,,,unemployment-voluntary-quit-exception-comprehensive,replace,similarity=0.77,,replace
unemployment,unemployment-working-hours-reduction-voluntary,unemployment,unemployment-wage-reduction-reason,임금 감소 수급 사유,,,unemployment-benefit-reduction-penalty,replace,similarity=0.75,,replace
unemployment,unemployment-working-hours-reduction-voluntary,unemployment,unemployment-confirmation-correction,이직확인서 정정 요청,,,unemployment-contract-breach-quit,replace_low,similarity=0.70,,replace
unemployment,unemployment-working-hours-reduction-voluntary,unemployment,unemployment-application-procedure,실업급여 신청 절차,,,unemployment-late-application-rescue,replace,similarity=0.77,,replace
retirement,retirement-outsourcing-true-employer-liability,retirement,retirement-disguised-outsourcing,도급·위장도급 근로자성 판단,,,retirement-outsourcing-true-employer-liability,replace_low,similarity=0.56,,replace
retirement,retirement-outsourcing-true-employer-liability,retirement,retirement-principal-employer-liability,실제 사용자 원청 퇴직금,,,retirement-outsourcing-true-employer-liability,replace,similarity=0.78,,replace
retirement,retirement-outsourcing-true-employer-liability,retirement,retirement-statute-abuse,퇴직금 소멸시효·권리남용,,,retirement-statute-of-limitations,replace,similarity=0.74,,replace
retirement,retirement-outsourcing-true-employer-liability,retirement,retirement-outsourcing-change-continuity,도급사 변경 근속 통산,,,retirement-outsourcing-true-employer-liability,replace_low,similarity=0.70,,replace
retirement,retirement-outsourcing-true-employer-liability,retirement,retirement-claim-procedure,퇴직금 청구 절차 정리,,,unpaid-retirement-report-procedure,replace,similarity=0.70,,replace
retirement,retirement-dc-pension-payout-choice-tax,retirement,retirement-db-dc-comparison,DB vs DC 퇴직연금 비교,,,retirement-claim-channel-comparison,replace,similarity=0.77,,replace
retirement,retirement-dc-pension-payout-choice-tax,retirement,retirement-irp-management-fee,IRP 운용·수수료 점검,,,retirement-waiver-agreement-invalid,replace_low,similarity=0.69,,replace
retirement,retirement-dc-pension-payout-choice-tax,retirement,retirement-pension-tax-benefit,연금수령 세제 혜택,,,retirement-dc-pension-payout-choice-tax,replace_low,similarity=0.64,,replace
retirement,retirement-dc-pension-payout-choice-tax,retirement,retirement-early-withdrawal-conditions,중도 인출 법정 사유,,,retirement-pay-calculation,replace_low,similarity=0.66,,replace
retirement,retirement-dc-pension-payout-choice-tax,retirement,retirement-pension-payout-procedure,퇴직연금 수령 절차,,,retirement-dc-pension-payout-choice-tax,replace,similarity=0.78,,replace
traffic-accident,traffic-accident-commute-work-injury-double-claim,traffic-accident,workers-comp-application-procedure,산재 신청 절차와 기한,,,,hub_or_delete,similarity=0.47,,delete
traffic-accident,traffic-accident-commute-work-injury-double-claim,traffic-accident,auto-insurance-personal-limit,자동차보험 대인배상 한도,,,traffic-accident-insurance-explanation-duty,replace_low,similarity=0.50,,replace
traffic-accident,traffic-accident-commute-work-injury-double-claim,traffic-accident,hit-and-run-gov-compensation,뺑소니 정부보장사업 신청,,,traffic-accident-injury-compensation,replace_low,similarity=0.56,,replace
traffic-accident,traffic-accident-commute-work-injury-double-claim,traffic-accident,settlement-calculation-guide,교통사고 합의금 산정 기준,,,settlement-amount-calculation,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-commute-work-injury-double-claim,traffic-accident,permanent-disability-diagnosis-procedure,후유장해 진단 절차,,,,hub_or_delete,similarity=0.49,,delete
traffic-accident,traffic-accident-child-carpool-driver-liability,traffic-accident,auto-insurance-personal-limit,자동차보험 대인배상 한도,,,traffic-accident-insurance-explanation-duty,replace_low,similarity=0.50,,replace
traffic-accident,traffic-accident-child-carpool-driver-liability,traffic-accident,child-injury-settlement-standard,어린이 교통사고 합의 기준,,,accident-settlement-checklist,replace_low,similarity=0.59,,replace
traffic-accident,traffic-accident-child-carpool-driver-liability,traffic-accident,gratuitous-passenger-reduction,무상동승 호의동승 감액 판례,,,traffic-accident-taxi-passenger-claim,replace_low,similarity=0.51,,replace
traffic-accident,traffic-accident-child-carpool-driver-liability,traffic-accident,settlement-calculation-guide,교통사고 합의금 산정 기준,,,settlement-amount-calculation,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-taxi-rideshare-passenger-injury,traffic-accident,auto-insurance-personal-limit,자동차보험 대인배상 한도,,,traffic-accident-insurance-explanation-duty,replace_low,similarity=0.50,,replace
traffic-accident,traffic-accident-taxi-rideshare-passenger-injury,traffic-accident,lost-wages-calculation,교통사고 휴업손해 산정법,,,settlement-amount-calculation,replace_low,similarity=0.63,,replace
traffic-accident,traffic-accident-taxi-rideshare-passenger-injury,traffic-accident,permanent-disability-diagnosis-procedure,후유장해 진단 절차,,,,hub_or_delete,similarity=0.49,,delete
traffic-accident,traffic-accident-taxi-rideshare-passenger-injury,traffic-accident,settlement-calculation-guide,교통사고 합의금 산정 기준,,,settlement-amount-calculation,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-dashcam-data-recovery-insurance-dispute,traffic-accident,fault-ratio-calculation-guide,교통사고 과실비율 산정 기준,,,fault-ratio-calculation-criteria,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-dashcam-data-recovery-insurance-dispute,traffic-accident,fault-ratio-dispute-mediation,과실비율분쟁심의 절차,,,fault-ratio-calculation-criteria,replace_low,similarity=0.59,,replace
traffic-accident,traffic-accident-dashcam-data-recovery-insurance-dispute,traffic-accident,police-analysis-report-use,교통사고분석보고서 활용법,,,,hub_or_delete,similarity=0.49,,delete
traffic-accident,traffic-accident-dashcam-data-recovery-insurance-dispute,traffic-accident,settlement-calculation-guide,교통사고 합의금 산정 기준,,,settlement-amount-calculation,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-hit-and-run-identify-witness,traffic-accident,hit-and-run-gov-compensation,뺑소니 정부보장사업 신청,,,traffic-accident-injury-compensation,replace_low,similarity=0.56,,replace
traffic-accident,traffic-accident-hit-and-run-identify-witness,traffic-accident,cctv-preservation-procedure,CCTV 보존 요청 절차,,,accident-settlement-process,replace_low,similarity=0.52,,replace
traffic-accident,traffic-accident-hit-and-run-identify-witness,traffic-accident,criminal-settlement-amount-standard,교통사고 형사합의금 시세,,,settlement-amount-calculation,replace_low,similarity=0.62,,replace
traffic-accident,traffic-accident-hit-and-run-identify-witness,traffic-accident,settlement-calculation-guide,교통사고 합의금 산정 기준,,,settlement-amount-calculation,replace,similarity=0.77,,replace
divorce,divorce-foreign-spouse-custody-jurisdiction,divorce,custody-decision-criteria,양육권 결정 기준표,,,divorce-debt-division-standard-criteria,replace_low,similarity=0.56,,replace
divorce,divorce-foreign-spouse-custody-jurisdiction,divorce,hague-child-abduction-procedure,헤이그아동탈취협약 절차,,,divorce-foreign-spouse-litigation-procedure,replace_low,similarity=0.51,,replace
divorce,divorce-foreign-spouse-custody-jurisdiction,divorce,exit-ban-injunction-application,출국금지 가처분 신청법,,,,hub_or_delete,similarity=0.44,,delete
divorce,divorce-foreign-spouse-custody-jurisdiction,divorce,divorce-consensual-documents,협의이혼 준비서류 체크리스트,,,divorce-consensual-no-custody-agreement-blocked,replace_low,similarity=0.69,,replace
divorce,divorce-spouse-debt-sole-responsibility,divorce,divorce-property-division-contribution,재산분할 기여도 산정 기준표,,,divorce-property-division-inheritance,replace,similarity=0.83,,replace
divorce,divorce-spouse-debt-sole-responsibility,divorce,daily-household-debt-liability,일상가사채무 연대책임,,,divorce-spouse-debt-sole-responsibility,replace_low,similarity=0.61,,replace
divorce,divorce-spouse-debt-sole-responsibility,divorce,divorce-property-claim-limitation,재산분할 청구권 소멸시효 2년,,,divorce-property-division-inheritance,replace_low,similarity=0.69,,replace
divorce,divorce-spouse-debt-sole-responsibility,divorce,divorce-consensual-documents,협의이혼 준비서류 체크리스트,,,divorce-consensual-no-custody-agreement-blocked,replace_low,similarity=0.69,,replace
divorce,divorce-inherited-property-division-exclude,divorce,divorce-property-division-contribution,재산분할 기여도 산정 기준표,,,divorce-property-division-inheritance,replace,similarity=0.83,,replace
divorce,divorce-inherited-property-division-exclude,divorce,divorce-separate-property-distinction,특유재산과 공동재산 구분,,,divorce-elderly-property-division,replace,similarity=0.74,,replace
divorce,divorce-inherited-property-division-exclude,divorce,divorce-property-claim-limitation,재산분할 청구권 소멸시효 2년,,,divorce-property-division-inheritance,replace_low,similarity=0.69,,replace
divorce,divorce-inherited-property-division-exclude,divorce,divorce-consensual-documents,협의이혼 준비서류 체크리스트,,,divorce-consensual-no-custody-agreement-blocked,replace_low,similarity=0.69,,replace
divorce,divorce-pet-visitation-agreement-template,divorce,divorce-consensual-documents,협의이혼 준비서류 체크리스트,,,divorce-consensual-no-custody-agreement-blocked,replace_low,similarity=0.69,,replace
divorce,divorce-pet-visitation-agreement-template,divorce,child-visitation-standards,자녀 면접교섭 기준,,,child-support-calculation-standard,replace,similarity=0.73,,replace
divorce,divorce-pet-visitation-agreement-template,divorce,divorce-agreement-cautions,이혼합의서 작성 주의사항,,,divorce-alimony-calculation-standard,replace_low,similarity=0.65,,replace
divorce,divorce-pet-visitation-agreement-template,divorce,divorce-property-claim-limitation,재산분할 청구권 소멸시효 2년,,,divorce-property-division-inheritance,replace_low,similarity=0.69,,replace
defamation,defamation-group-chat-screenshot-evidence-value,defamation,defamation-vs-insult-distinction,명예훼손 vs 모욕 구분,,,defamation-group-chat-insult-evidence,replace_low,similarity=0.64,,replace
defamation,defamation-group-chat-screenshot-evidence-value,defamation,defamation-cyber-report-procedure,사이버 명예훼손 고소 절차,,,defamation-deepfake-victim-takedown-procedure,replace_low,similarity=0.64,,replace
defamation,defamation-group-chat-screenshot-evidence-value,defamation,defamation-group-chat-publicity,단톡방 공연성 판단,,,defamation-group-chat-leak-complaint,replace,similarity=0.78,,replace
defamation,defamation-group-chat-screenshot-evidence-value,defamation,defamation-civil-damage-claim,손해배상 청구 소송,,,defamation-youtube-realname-attack-civil-damages-victim,replace_low,similarity=0.64,,replace
defamation,defamation-group-chat-screenshot-evidence-value,defamation,defamation-injunction-procedure,접근금지·게시금지 가처분,,,defamation-deepfake-victim-takedown-procedure,replace,similarity=0.71,,replace
defamation,defamation-deepfake-victim-takedown-procedure,defamation,defamation-digital-sex-crime-report,디지털성범죄 신고 절차,,,defamation-medical-review-sued-response,replace_low,similarity=0.62,,replace
defamation,defamation-deepfake-victim-takedown-procedure,defamation,defamation-civil-damage-claim,명예훼손 손해배상 청구,,,defamation-youtube-realname-attack-civil-damages-victim,replace_low,similarity=0.64,,replace
defamation,defamation-deepfake-victim-takedown-procedure,defamation,defamation-illegal-filming-takedown,불법촬영물 삭제 요청,,,defamation-school-rumor-online-takedown,replace_low,similarity=0.68,,replace
defamation,defamation-deepfake-victim-takedown-procedure,defamation,defamation-cyber-report-procedure,사이버 명예훼손 고소 절차,,,defamation-deepfake-victim-takedown-procedure,replace_low,similarity=0.64,,replace
defamation,defamation-deepfake-victim-takedown-procedure,defamation,defamation-victim-support-program,피해자 법률·심리지원,,,defamation-victim-where-to-start,replace_low,similarity=0.65,,replace
defamation,defamation-former-employee-review-glassdoor,defamation,defamation-truth-disclosure-defense,사실적시 명예훼손 방어,,,defamation-cafe-id-disclosure-request,replace,similarity=0.72,,replace
defamation,defamation-former-employee-review-glassdoor,defamation,defamation-public-interest-requirement,공익성·상당성 요건,,,defamation-public-figure-standard,replace_low,similarity=0.68,,replace
defamation,defamation-former-employee-review-glassdoor,defamation,defamation-suspect-investigation-prep,피의자 조사 대비,,,defamation-complaint-prep,replace_low,similarity=0.65,,replace
